folio_id,line_id,unit_code,transcriber,section,currier,hand,quire,paragraph_id,is_para_start,is_para_end,token,position,token_index,line_length
f1r,f1r.14,P0,H,T,A,1,A,3,False,False,oiin,medial,1,10
f1r,f1r.14,P0,H,T,A,1,A,3,False,False,chol,medial,2,10
f1r,f1r.14,P0,H,T,A,1,A,3,False,False,odaiin,medial,3,10
f1r,f1r.14,P0,H,T,A,1,A,3,False,False,chodain,medial,4,10
f1r,f1r.14,P0,H,T,A,1,A,3,False,False,chdy,medial,5,10
f1r,f1r.14,P0,H,T,A,1,A,3,False,False,okain,medial,6,10
f1r,f1r.14,P0,H,T,A,1,A,3,False,False,dan,medial,7,10
f1r,f1r.14,P0,H,T,A,1,A,3,False,False,cthy,medial,8,10
f1r,f1r.14,P0,H,T,A,1,A,3,False,False,kod!,final,9,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,daiin,initial,0,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,shckhey,medial,1,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,ck!eor,medial,2,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,chor,medial,3,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,shey,medial,4,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,kol,medial,5,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,chol,medial,6,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,chol,medial,7,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,kor,medial,8,10
f1r,f1r.15,P0,H,T,A,1,A,3,False,False,chal,final,9,10
f1r,f1r.16,P0,H,T,A,1,A,3,False,False,sho,initial,0,9
f1r,f1r.16,P0,H,T,A,1,A,3,False,False,chol,medial,1,9
f1r,f1r.16,P0,H,T,A,1,A,3,False,False,sh!odan,medial,2,9
f1r,f1r.16,P0,H,T,A,1,A,3,False,False,kshy,medial,3,9
f1r,f1r.16,P0,H,T,A,1,A,3,False,False,kchy,medial,4,9
f1r,f1r.16,P0,H,T,A,1,A,3,False,False,dor,medial,5,9
f1r,f1r.16,P0,H,T,A,1,A,3,False,False,chodaiin,medial,6,9
f1r,f1r.16,P0,H,T,A,1,A,3,False,False,sho,medial,7,9
f1r,f1r.16,P0,H,T,A,1,A,3,False,False,kch!om,final,8,9
f1r,f1r.17,P0,H,T,A,1,A,3,False,False,ycho,initial,0,8
f1r,f1r.17,P0,H,T,A,1,A,3,False,False,tchey,medial,1,8
f1r,f1r.17,P0,H,T,A,1,A,3,False,False,chokain,medial,2,8
f1r,f1r.17,P0,H,T,A,1,A,3,False,False,sheo,medial,3,8
f1r,f1r.17,P0,H,T,A,1,A,3,False,False,pshol,medial,4,8
f1r,f1r.17,P0,H,T,A,1,A,3,False,False,dydyd,medial,5,8
f1r,f1r.17,P0,H,T,A,1,A,3,False,False,cthy,medial,6,8
f1r,f1r.17,P0,H,T,A,1,A,3,False,False,daicthy,final,7,8
f1r,f1r.18,P0,H,T,A,1,A,3,False,False,yto,initial,0,8
f1r,f1r.18,P0,H,T,A,1,A,3,False,False,shol,medial,1,8
f1r,f1r.18,P0,H,T,A,1,A,3,False,False,she,medial,2,8
f1r,f1r.18,P0,H,T,A,1,A,3,False,False,kodshey,medial,3,8
f1r,f1r.18,P0,H,T,A,1,A,3,False,False,cphealy,medial,4,8
f1r,f1r.18,P0,H,T,A,1,A,3,False,False,das!ain,medial,5,8
f1r,f1r.18,P0,H,T,A,1,A,3,False,False,dain,medial,6,8
f1r,f1r.18,P0,H,T,A,1,A,3,False,False,ckhyds,final,7,8
f1r,f1r.19,P0,H,T,A,1,A,3,False,False,dchar,initial,0,8
f1r,f1r.19,P0,H,T,A,1,A,3,False,False,shcthaiin,medial,1,8
f1r,f1r.19,P0,H,T,A,1,A,3,False,False,okaiir,medial,2,8
f1r,f1r.19,P0,H,T,A,1,A,3,False,False,chey,medial,3,8
f1r,f1r.19,P0,H,T,A,1,A,3,False,False,rchy,medial,4,8
f1r,f1r.19,P0,H,T,A,1,A,3,False,False,!potol,medial,5,8
f1r,f1r.19,P0,H,T,A,1,A,3,False,False,cthols,medial,6,8
f1r,f1r.19,P0,H,T,A,1,A,3,False,False,dloct!a,final,7,8
f1r,f1r.20,P0,H,T,A,1,A,3,False,False,shok,initial,0,5
f1r,f1r.20,P0,H,T,A,1,A,3,False,False,chor,medial,1,5
f1r,f1r.20,P0,H,T,A,1,A,3,False,False,chey,medial,2,5
f1r,f1r.20,P0,H,T,A,1,A,3,False,False,dain,medial,3,5
f1r,f1r.20,P0,H,T,A,1,A,3,False,False,ckhey,final,4,5
f1r,f1r.21,Pt,H,T,A,1,A,3,False,True,otol,initial,0,2
f1r,f1r.21,Pt,H,T,A,1,A,3,False,True,daiiin,final,1,2
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,cpho,initial,0,10
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,shaiin,medial,1,10
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,shokcheey,medial,2,10
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,chol,medial,3,10
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,tshodeesy,medial,4,10
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,shey,medial,5,10
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,pydeey,medial,6,10
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,chy,medial,7,10
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,ro,medial,8,10
f1r,f1r.22,P0,H,T,A,1,A,4,True,False,d?,final,9,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,?doin,initial,0,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,chol,medial,1,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,dain,medial,2,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,cthal,medial,3,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,dar,medial,4,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,shear,medial,5,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,kaiin,medial,6,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,dar,medial,7,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,shey,medial,8,10
f1r,f1r.23,P0,H,T,A,1,A,4,False,False,cth!ar!,final,9,10
f1r,f1r.24,P0,H,T,A,1,A,4,False,False,!cho?!o,initial,0,9
f1r,f1r.24,P0,H,T,A,1,A,4,False,False,kaiin,medial,1,9
f1r,f1r.24,P0,H,T,A,1,A,4,False,False,shoaiin,medial,2,9
f1r,f1r.24,P0,H,T,A,1,A,4,False,False,okol,medial,3,9
f1r,f1r.24,P0,H,T,A,1,A,4,False,False,daiin,medial,4,9
f1r,f1r.24,P0,H,T,A,1,A,4,False,False,far,medial,5,9
f1r,f1r.24,P0,H,T,A,1,A,4,False,False,cthol,medial,6,9
f1r,f1r.24,P0,H,T,A,1,A,4,False,False,daiin,medial,7,9
f1r,f1r.24,P0,H,T,A,1,A,4,False,False,ctholdar,final,8,9
f1r,f1r.25,P0,H,T,A,1,A,4,False,False,ycheey,initial,0,9
f1r,f1r.25,P0,H,T,A,1,A,4,False,False,oka!y,medial,1,9
f1r,f1r.25,P0,H,T,A,1,A,4,False,False,oky,medial,2,9
f1r,f1r.25,P0,H,T,A,1,A,4,False,False,daiin,medial,3,9
f1r,f1r.25,P0,H,T,A,1,A,4,False,False,okchey,medial,4,9
f1r,f1r.25,P0,H,T,A,1,A,4,False,False,k!okaiin,medial,5,9
f1r,f1r.25,P0,H,T,A,1,A,4,False,False,??chol,medial,6,9
f1r,f1r.25,P0,H,T,A,1,A,4,False,False,k??chy,medial,7,9
f1r,f1r.25,P0,H,T,A,1,A,4,False,False,dal,final,8,9
f1r,f1r.26,P0,H,T,A,1,A,4,False,False,d?eeo,initial,0,9
f1r,f1r.26,P0,H,T,A,1,A,4,False,False,shody,medial,1,9
f1r,f1r.26,P0,H,T,A,1,A,4,False,False,koshey,medial,2,9
f1r,f1r.26,P0,H,T,A,1,A,4,False,False,cthy,medial,3,9
f1r,f1r.26,P0,H,T,A,1,A,4,False,False,ok!chey,medial,4,9
f1r,f1r.26,P0,H,T,A,1,A,4,False,False,keey,medial,5,9
f1r,f1r.26,P0,H,T,A,1,A,4,False,False,keey,medial,6,9
f1r,f1r.26,P0,H,T,A,1,A,4,False,False,dal,medial,7,9
f1r,f1r.26,P0,H,T,A,1,A,4,False,False,chtor,final,8,9
f1r,f1r.27,P0,H,T,A,1,A,4,False,False,!?eo!,initial,0,5
f1r,f1r.27,P0,H,T,A,1,A,4,False,False,chol,medial,1,5
f1r,f1r.27,P0,H,T,A,1,A,4,False,False,chok,medial,2,5
f1r,f1r.27,P0,H,T,A,1,A,4,False,False,choty,medial,3,5
f1r,f1r.27,P0,H,T,A,1,A,4,False,False,chotey,final,4,5
f1r,f1r.28,Pt,H,T,A,1,A,4,False,True,dchaiin,only,0,1
f1v,f1v.1,P0,H,H,A,1,A,5,True,False,kchsy,initial,0,6
f1v,f1v.1,P0,H,H,A,1,A,5,True,False,chadaiin,medial,1,6
f1v,f1v.1,P0,H,H,A,1,A,5,True,False,ol!oltchey,medial,2,6
f1v,f1v.1,P0,H,H,A,1,A,5,True,False,char,medial,3,6
f1v,f1v.1,P0,H,H,A,1,A,5,True,False,cfhar,medial,4,6
f1v,f1v.1,P0,H,H,A,1,A,5,True,False,am,final,5,6
f1v,f1v.2,P0,H,H,A,1,A,5,False,False,yteeay,initial,0,7
f1v,f1v.2,P0,H,H,A,1,A,5,False,False,char,medial,1,7
f1v,f1v.2,P0,H,H,A,1,A,5,False,False,or,medial,2,7
f1v,f1v.2,P0,H,H,A,1,A,5,False,False,ochy!dcho,medial,3,7
f1v,f1v.2,P0,H,H,A,1,A,5,False,False,lkody,medial,4,7
f1v,f1v.2,P0,H,H,A,1,A,5,False,False,okodar,medial,5,7
f1v,f1v.2,P0,H,H,A,1,A,5,False,False,chody,final,6,7
f1v,f1v.3,P0,H,H,A,1,A,5,False,False,d!o,initial,0,8
f1v,f1v.3,P0,H,H,A,1,A,5,False,False,ckhy,medial,1,8
f1v,f1v.3,P0,H,H,A,1,A,5,False,False,ckho,medial,2,8
f1v,f1v.3,P0,H,H,A,1,A,5,False,False,ckhy,medial,3,8
f1v,f1v.3,P0,H,H,A,1,A,5,False,False,shy!dksheey,medial,4,8
f1v,f1v.3,P0,H,H,A,1,A,5,False,False,cthy,medial,5,8
f1v,f1v.3,P0,H,H,A,1,A,5,False,False,kotchody,medial,6,8
f1v,f1v.3,P0,H,H,A,1,A,5,False,False,dal,final,7,8
f1v,f1v.4,P0,H,H,A,1,A,5,False,False,dol,initial,0,5
f1v,f1v.4,P0,H,H,A,1,A,5,False,False,chokeo,medial,1,5
f1v,f1v.4,P0,H,H,A,1,A,5,False,False,dair,medial,2,5
f1v,f1v.4,P0,H,H,A,1,A,5,False,False,dam!sochey,medial,3,5
f1v,f1v.4,P0,H,H,A,1,A,5,False,False,chokody,final,4,5
f1v,f1v.5,P0,H,H,A,1,A,5,False,False,potoy,initial,0,8
f1v,f1v.5,P0,H,H,A,1,A,5,False,False,shol,medial,1,8
f1v,f1v.5,P0,H,H,A,1,A,5,False,False,dair,medial,2,8
f1v,f1v.5,P0,H,H,A,1,A,5,False,False,cphoal!dar,medial,3,8
f1v,f1v.5,P0,H,H,A,1,A,5,False,False,chey,medial,4,8
f1v,f1v.5,P0,H,H,A,1,A,5,False,False,tody,medial,5,8
f1v,f1v.5,P0,H,H,A,1,A,5,False,False,otoaiin,medial,6,8
f1v,f1v.5,P0,H,H,A,1,A,5,False,False,shoshy,final,7,8
f1v,f1v.6,P0,H,H,A,1,A,5,False,False,choky,initial,0,9
f1v,f1v.6,P0,H,H,A,1,A,5,False,False,chol,medial,1,9
f1v,f1v.6,P0,H,H,A,1,A,5,False,False,cthol,medial,2,9
f1v,f1v.6,P0,H,H,A,1,A,5,False,False,shol,medial,3,9
f1v,f1v.6,P0,H,H,A,1,A,5,False,False,okal!dolchey,medial,4,9
f1v,f1v.6,P0,H,H,A,1,A,5,False,False,chodo,medial,5,9
f1v,f1v.6,P0,H,H,A,1,A,5,False,False,lol,medial,6,9
f1v,f1v.6,P0,H,H,A,1,A,5,False,False,chy,medial,7,9
f1v,f1v.6,P0,H,H,A,1,A,5,False,False,cthy,final,8,9
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,qo,initial,0,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,ol,medial,1,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,choeee,medial,2,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,cheol,medial,3,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,dol,medial,4,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,cthey!ykol,medial,5,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,dol,medial,6,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,dolo,medial,7,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,ykol,medial,8,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,do,medial,9,11
f1v,f1v.7,P0,H,H,A,1,A,5,False,False,l!ch!ody,final,10,11
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,okol,initial,0,10
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,shol,medial,1,10
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,kol,medial,2,10
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,kechy,medial,3,10
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,chol,medial,4,10
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,ky!chol,medial,5,10
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,cthol,medial,6,10
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,chody,medial,7,10
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,chol,medial,8,10
f1v,f1v.8,P0,H,H,A,1,A,5,False,False,daiin,final,9,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,shor,initial,0,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,okol,medial,1,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,chol,medial,2,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,dol,medial,3,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,ky,medial,4,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,dar!shol,medial,5,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,dchor,medial,6,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,otcho,medial,7,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,dar,medial,8,10
f1v,f1v.9,P0,H,H,A,1,A,5,False,False,shody,final,9,10
f1v,f1v.10,P0,H,H,A,1,A,5,False,False,taor,initial,0,6
f1v,f1v.10,P0,H,H,A,1,A,5,False,False,chotchey,medial,1,6
f1v,f1v.10,P0,H,H,A,1,A,5,False,False,dal,medial,2,6
f1v,f1v.10,P0,H,H,A,1,A,5,False,False,chody!schody,medial,3,6
f1v,f1v.10,P0,H,H,A,1,A,5,False,False,pol,medial,4,6
f1v,f1v.10,P0,H,H,A,1,A,5,False,False,chodar,final,5,6
f2r,f2r.1,P0,H,H,A,1,A,6,True,False,kydainy,initial,0,5
f2r,f2r.1,P0,H,H,A,1,A,6,True,False,ypchol,medial,1,5
f2r,f2r.1,P0,H,H,A,1,A,6,True,False,daiin,medial,2,5
f2r,f2r.1,P0,H,H,A,1,A,6,True,False,otchal!ypchaiin,medial,3,5
f2r,f2r.1,P0,H,H,A,1,A,6,True,False,ckholsy!,final,4,5
f2r,f2r.2,P0,H,H,A,1,A,6,False,False,dorchory!chkar,initial,0,4
f2r,f2r.2,P0,H,H,A,1,A,6,False,False,s!shor,medial,1,4
f2r,f2r.2,P0,H,H,A,1,A,6,False,False,cthy,medial,2,4
f2r,f2r.2,P0,H,H,A,1,A,6,False,False,cth!,final,3,4
f2r,f2r.3,P0,H,H,A,1,A,6,False,False,qotaiin!cthey,initial,0,4
f2r,f2r.3,P0,H,H,A,1,A,6,False,False,y!chor,medial,1,4
f2r,f2r.3,P0,H,H,A,1,A,6,False,False,chy,medial,2,4
f2r,f2r.3,P0,H,H,A,1,A,6,False,False,ydy!chaiin,final,3,4
f2r,f2r.4,P0,H,H,A,1,A,6,False,False,chaindy!chtod,initial,0,4
f2r,f2r.4,P0,H,H,A,1,A,6,False,False,dy!cphy,medial,1,4
f2r,f2r.4,P0,H,H,A,1,A,6,False,False,dal!s!chokaiin,medial,2,4
f2r,f2r.4,P0,H,H,A,1,A,6,False,False,d,final,3,4
f2r,f2r.5,P0,H,H,A,1,A,6,False,False,otochor,initial,0,4
f2r,f2r.5,P0,H,H,A,1,A,6,False,False,al!shodaiin!chol,medial,1,4
f2r,f2r.5,P0,H,H,A,1,A,6,False,False,!dan!ytchaiin,medial,2,4
f2r,f2r.5,P0,H,H,A,1,A,6,False,False,dan,final,3,4
f2r,f2r.6,P0,H,H,A,1,A,6,False,False,saiin,initial,0,5
f2r,f2r.6,P0,H,H,A,1,A,6,False,False,daind!d!kol,medial,1,5
f2r,f2r.6,P0,H,H,A,1,A,6,False,False,sor!ytoldy!dchol,medial,2,5
f2r,f2r.6,P0,H,H,A,1,A,6,False,False,dchy,medial,3,5
f2r,f2r.6,P0,H,H,A,1,A,6,False,False,cthy,final,4,5
f2r,f2r.7,P0,H,H,A,1,A,6,False,False,shor,initial,0,4
f2r,f2r.7,P0,H,H,A,1,A,6,False,False,ckhy,medial,1,4
f2r,f2r.7,P0,H,H,A,1,A,6,False,False,daiiny!chol,medial,2,4
f2r,f2r.7,P0,H,H,A,1,A,6,False,False,dan!,final,3,4
f2r,f2r.8,P0,H,H,A,1,A,6,False,False,kydain,initial,0,8
f2r,f2r.8,P0,H,H,A,1,A,6,False,False,shaiin,medial,1,8
f2r,f2r.8,P0,H,H,A,1,A,6,False,False,qoy,medial,2,8
f2r,f2r.8,P0,H,H,A,1,A,6,False,False,s,medial,3,8
f2r,f2r.8,P0,H,H,A,1,A,6,False,False,shol,medial,4,8
f2r,f2r.8,P0,H,H,A,1,A,6,False,False,fodan!yksh,medial,5,8
f2r,f2r.8,P0,H,H,A,1,A,6,False,False,olsheey,medial,6,8
f2r,f2r.8,P0,H,H,A,1,A,6,False,False,daiildy,final,7,8
f2r,f2r.9,P0,H,H,A,1,A,6,False,False,dlssho,initial,0,9
f2r,f2r.9,P0,H,H,A,1,A,6,False,False,kol,medial,1,9
f2r,f2r.9,P0,H,H,A,1,A,6,False,False,sheey,medial,2,9
f2r,f2r.9,P0,H,H,A,1,A,6,False,False,qokey,medial,3,9
f2r,f2r.9,P0,H,H,A,1,A,6,False,False,ykody,medial,4,9
f2r,f2r.9,P0,H,H,A,1,A,6,False,False,so!chol,medial,5,9
f2r,f2r.9,P0,H,H,A,1,A,6,False,False,yky,medial,6,9
f2r,f2r.9,P0,H,H,A,1,A,6,False,False,dain,medial,7,9
f2r,f2r.9,P0,H,H,A,1,A,6,False,False,daiirol,final,8,9
f2r,f2r.10,P0,H,H,A,1,A,6,False,False,qoky,initial,0,8
f2r,f2r.10,P0,H,H,A,1,A,6,False,False,cholaiin,medial,1,8
f2r,f2r.10,P0,H,H,A,1,A,6,False,False,shol,medial,2,8
f2r,f2r.10,P0,H,H,A,1,A,6,False,False,sheky,medial,3,8
f2r,f2r.10,P0,H,H,A,1,A,6,False,False,daiin!cthey,medial,4,8
f2r,f2r.10,P0,H,H,A,1,A,6,False,False,keol,medial,5,8
